Titel;Nøgle
TVarmetillæg varmeudgift indberettet midlertidig aconto for periode;tafVarmetillaegVarmeudgiftIndberettetMidlertidigAcontoForPeriode
TMidlertidig aconto udgift dækker hele varmeregnskabsåret;tabMidlertidigAcontoUdgiftDaekkerHeleVarmeregnskabsaaret
TMidlertidig aconto indberettet for flere varmekilder eller perioder;tabMidlertidigAcontoIndberettetForFlereVarmekilderEllerPerioder
TVarmetillæg varmeudgift indberettet midlertidig aconto for periode i alt;tafVarmetillaegVarmeudgiftIndberettetMidlertidigAcontoForPeriodeIAlt
TVarmetillæg varmeudgift midlertidig aconto årlig;tafVarmetillaegVarmeudgiftMidlertidigAcontoAarlig
TVarmetillæg startdato indeværende regnskabår;tafVarmetillaegStartdatoIndevaerendeRegnskabsaar
TVarmetillæg sidste dag før tidligste startdato for midlertidig aconto;tafVarmetillaegSidsteDagFoerTidligsteStartdatoForMidlertidigAconto
TVarmetillæg tidligste startdato midlertidig aconto varme;tafVarmetillaegTidligsteStartdatoMidlertidigAcontoVarme
TVarmetillæg slutdato indeværende regnskabsår;tafVarmetillaegSlutdatoIndevaerVarmeregnskabsaar
TVarmetillæg flere varmekilder midlertidig aconto;tabVarmetillaegFlereVarmekilderMidlertidigAconto
TA - Midlertidig Aconto Sammenstykket;tMidlertidigAcontoSammenstykket
TVarmetillæg varmeudgift opgjort årlig pr. varmekilde;tafVarmetillaegVarmeudgiftOpgjortAarligPrVarmekilde
TVarmetillæg antal mdr før midlertidig aconto;tafVarmetillaegAntalMdrFoerMidlertidigAconto
TVarmetillæg varmeudgift opgjort for delperiode;tafVarmetillaegVarmeudgiftOpgjortForDelperiode
TVarmetillæg varmekilde midlertidig aconto;tafVarmetillaegVarmekildeMidlertidigAconto
TVarmetillæg startdato midlertidig aconto;tafVarmetillaegStartdatoMidlertidigAconto
TVarmetillæg slutdato midlertidig aconto;tafVarmetillaegSlutdatoMidlertidigAconto
TVarmetillæg varmeudgift beregnet midlertidig aconto for delperiode;tafVarmetillaegVarmeudgiftBeregnetMidlertidigAcontoForDelperiode
TVarmetillæg varmeudgift aktuel i alt i varmeregnskabsåret;tafVarmetillaegVarmeudgiftAktuelAltIVarmeregnskabsaaret
Varmetillæg varmeudgift opgjort årlig gange 10 procent;af-varmetillaeg-varmeudgift-opgjort-aarlig-gange-10-procent
Varmetillæg varmeudgift opgjort årlig plus 10 procent;af-varmetillaeg-varmeudgift-opgjort-aarlig-plus-10-procent
Varmetillæg virkningsdato anvendt midlertidig aconto;af-varmetillaeg-virkningsdato-anvendt-midlertidig-aconto
Varmetillæg startdato nyt varmeregnskabsår;af-varmetillaeg-startdato-nyt-varmeregnskabsaar
Midlertidig aconto anvendes fortsat med samme udgift;ab-midlertidig-aconto-anvendes-fortsat-med-samme-udgift
Varmetillæg nyt lavere gennemsnit anvendes ved udløb af midlertidig aconto;ab-varmetillaeg-nyt-lavere-gennemsnit-anvendes-ved-udloeb-af-midlertidig-aconto
TMidlertidig aconto;tabMidlertidigAconto
TMidlertidig aconto indberettet og anvendes;tabMidlertidigAcontoIndberettetOgAnvendes
TMidlertidig aconto indberettet men anvendes ikke;tabMidlertidigAcontoIndberettetMenAnvendesIkke
TVarmetillæg midlertidig aconto hidtil og ikke indberettet ny aconto;tabVarmetillaegMidlertidigAcontoHidtilOgIkkeIndberettetNyAconto
TVarmetillæg midlertidig aconto anvendes;tabVarmetillaegMidlertidigAcontoAnvendes
TVarmetillæg aktuelt beregningsgrundlag med midlertidig aconto;tafVarmetillaegAktueltBeregningsgrundlagMedMidlertidigAconto
TVarmetillæg varmeudgift opgjort årlig;tafVarmetillaegVarmeudgiftOpgjortAarlig
TVarmetillæg varmeudgift opgjort årlig gange 10 procent;tafVarmetillaegVarmeudgiftOpgjortAarligGange10Procent
TVarmetillæg varmeudgift opgjort årlig plus 10 procent;tafVarmetillaegVarmeudgiftOpgjortAarligPlus10Procent
TMidlertidig aconto anvendes fortsat med samme udgift;tabMidlertidigAcontoAnvendesFortsatMedSammeUdgift
TMidlertidig aconto anvendes ikke længere nyt gennemsnit anvendes;tabMidlertidigAcontoAnvendesIkkeLaengereNytGennemsnitAnvendes
Varmetillæg Midlertidig aconto anvendes ikke længere næste år ;ab-varmetillaeg-midlertidig-aconto-anvendes-ikke-laengere-naeste-aar
TVarmetillæg Midlertidig aconto næste år ;tabVarmetillaegMidlertidigAcontoNaesteAar
TMidlertidig aconto tidligere indberettet for samme varmeregnskabsår;tabMidlertidigAcontoTidligereIndberettetForSammeVarmeregnskabsaar
Midlertidig aconto anvendes ikke længere, gl. gennemsnit anvendes;ab-midlertidig-aconto-anvendes-ikke-laengere-gl-gennemsnit-anvendes
Udbetalt ekstra økonomisk støtte;ab-udbetalt-ekstra-oekonomisk-stoette
TVarmetillæg Både usammenhængende regnskaber og midlertidig aconto indberettet ;tabVarmetillaegBaadeUsammenhaengendeRegnskaberOgMidlertidigAcontoIndberettet
Varmetillæg Både usammenhængende regnskaber og midlertidig aconto indberettet;ab-baade-usammenhaengende-regnskaber-og-midlertidig-aconto-indberettet
TVarmetillæg Flere varmekilder på sagen  ;tabFlereVarmekilderPaaSagen
TTidligere indberettet midlertidig aconto-udgift dækker hele varmeregnskabsåret for alle varmekilder;tabTidligereIndberettetMidlertidigAcontoUdgiftDaekkerHeleVarmeregnskabsaaretForAlleVarmekilder
MF - Skriv borgers oplysninger;mf-skriv-borgers-oplysninger
MB - Modtager pensionisten varmetillæg;mb-modtager-pensionisten-varmetillaeg
MB-Indhentning af indkomster for en periode før 2023?;mb-indhentning-af-indkomster-for-en-periode-foer-2023?
MF - Skriv korrekt P-nr. fx P-XX-X;mf-skriv-korrekt-p-nr-fx-p-xx-x
MF - Slet ikke-relevante punkter nedenfor;mf-slet-ikke-relevante-punkter-nedenfor
MF - Skriv korrekt FOB-nr. fx FOBXXXX-X;mf-skriv-korrekt-fob-nr-fx-fob-xxxx-x
MF - Skriv den relevante betingelse;mf-skriv-den-relevante-betingelse
MF - Skriv begrundelse for, at vi ikke ændrer afgørelsen, se VL-artikel om genvurdering;mf-skriv-begrundelse-for-at-vi-ikke-aendrer-afgoerelsen-se-vl-artikel-om-genvurdering
MF - Opsummér borgers oplysninger/argument;mf-opsummer-borgers-oplysninger-argument
MF - Skriv vurdering;mf-skriv-vurdering
EU/EØS, Schweiz eller Storbritannien?;mb-eu-eoes-shcweiz-eller-storbritannien
Konventionsland?;mb-konventionsland
MB - Rykker vi myndighed for afgørelse – og er optjeningstider allerede modtaget?;mb-rykker-vi-myndighed-for-afgoerelse-og-er-optjeningstider-allerede-modtaget
MB - Stop pga. manglende indkomstoplysninger?;mb-stop-pga-manglende-indkomstoplysninger
MB - Stop pga. manglende bankoplysninger?;mb-stop-pga-manglende-bankoplysninger
MF - Skriv og/eller din samlevers ;mf-skriv-og-eller-din-samlevers 
MF - Skriv and/or your cohabitant’s ;mf-skriv-and-or-your-cohabitants 
MB - Skyldes kravet at kommunen har frakendt ydelse?;mb-skyldes-kravet-at-kommunen-har-frakendt-ydelse
MF - Skriv ydelse fx din førtidspension;mf-skriv-ydelse-fx-din-foertidspension
MF - Skriv kommunens oplysninger;mf-skriv-kommunens-oplysninger
TOpgørelsesperiode slutdato2;tafOpgoerelsesperiodeSlutdato2
Fremtidig opgørelsesperiode på disp.1 og afgørelse ikke sendt;ab-fremtidig-opgoerelsesperiode-paa-disp1-og-afgoerelse-ikke-sendt
Dato Fremtidig opgørelsesperiode;af-dato-fremtidig-opgoerelsesperiode
Fremtidig opgørelsesperiode på disp.2 og afgørelse ikke sendt;ab-fremtidig-opgoerelsesperiode-paa-disp2-og-afgoerelse-ikke-sendt
Fremtidig opgørelsesperiode kun for beregnet ydelse, afgørelse sendt, kun indeværende opgørelsesperiode omregnes;ab-fremtidig-opgoerelsesperiode-kun-for-beregnet-ydelse-afgoerelse-sendt-kun-indevaerende-opgoerelsesperiode-omregnes
Flere ydelser omregnes, fremtidig opgørelsesperiode kun for en ydelse, afgørelse sendt;ab-flere-ydelser-omregnes-fremtidig-opgoerelsesperiode-kun-for-en-ydelse-afgoerelse-sendt
Fremtidig opgørelsesperiode kun for pensionstillæg;ab-fremtidig-opgoerelsesperiode-kun-for-pensionstillaeg
MF - Skriv rettens navn;mf-skriv-rettens-navn
Partshøring med telefonisk bemærkning;mb-partshoering-med-telefonisk-bemaerkning
Partshøring med skriftelig bemærkning;mb-partshoering-med-skriftelig-bemaerkning
TFremtidig opgørelsesperiode, afgørelse sendt;tabFremtidigOpgoerelsesperiodeAfgoerelseSendt
MF - Skriv begrundelse - antal personer på adressen, logerendes andel eller evt. børn under 18 år;mf-skriv-begrundelse-antal-personer-paa-adressen-logerendes-andel-eller-evt-boern-under-18-aar
MB - Borger har selv oplyst ændringer;mb-borger-har-selv-oplyst-aendringer
MF - Skriv sidste dag i 'indeværende måned + 3 mdr.';mf-skriv-sidste-dag-i-indevaerende-maaned-plus-3-mdr
Fremtidig opgørelsesperiode på disp.2 og afgørelse ikke sendt, og tillægsprocent uændret på disp2;ab-fremtidig-opgoerelsesperiode-paa-disp2-og-afgoerelse-ikke-sendt-og-tillaegsprocent-uaendret-paa-disp2
Fremtidig opgørelsesperiode på disp.2 og afgørelse ikke sendt, og tillægsprocent ændret på disp2;ab-fremtidig-opgoerelsesperiode-paa-disp2-og-afgoerelse-ikke-sendt-og-tillaegsprocent-aendret-paa-disp2
Fremtidig opgørelsesperiode, afgørelse sendt;ab-fremtidig-opgoerelsesperiode-afgoerelse-sendt
TAB – Fremtidig opgørelsesperiode, negativt beløb henstår ;tabFremtidigOpgoerelsesperiodeNegativtBeloebHenstaar
Fremtidig opgørelsesperiode på disp.2 næste år;ab-fremtidig-opgoerelsesperiode-paa-disp2-naeste-aar
Fremtidig opgørelsesperiode på EFR disp.dato og afgørelse ikke sendt;ab-fremtidig-opgoerelsesperiode-paa-efr-disp-dato-og-afgoerelse-ikke-sendt
MF - Skriv samlevers navn;mf-skriv-samlevers-navn
MB - Borger og samlever bor sammen;mb-borger-og-samlever-bor-sammen
MB - Borger og samlever bor ikke sammen længere;mb-borger-og-samlever-bor-ikke-sammen-laengere
MB - Er borger gift, men faktisk adskilt;mb-er-borger-gift-men-faktisk-adskilt
MF - Skriv dato 1. efter flytning;mf-skriv-dato-1-efter-flytning
TMidlertidig aconto dækker hele varmeregnskabsåret for varmekilde;tabMidlertidigAcontoDaekkerHeleVarmeregnskabsaaretForVarmekilde
TMidlertidig aconto anvendes for varmekilden;tabMidlertidigAcontoAnvendesForVarmekilden
MB - Borger beregnes som enlig;mb-borger-beregnes-som-enlig
MF - Skriv hvem der har givet os oplysninger;mf-skriv-hvem-der-har-givet-os-oplysninger
MF - Skriv titel på brev og dato for udsendelse;mf-skriv-titel-paa-brev-og-dato-for-udsendelse
Juster indkomstfelter - udskudt pension;ab-juster-indkomstfelter-udskudt-pension
Juster indkomstfelter - hvilende pension;ab-juster-indkomstfelter-hvilende-pension
Juster indkomstfelter - fejl i eIndkomst;ab-juster-indkomstfelter-fejl-i-eindkomst
Juster indkomstfelter - øvrig justering forskud;ab-juster-indkomstfelter-oevrig-justering-forskud
Juster indkomstfelter - øvrig justering eIndkomst;ab-juster-indkomstfelter-oevrig-justering-eindkomst
Beløb Juster indkomstfelter pga udskudt eller hvilende;af-beloeb-juster-indkomstfelter-pga-udskudt-eller-hvilende
Skriv hvad der er rettet og hvorfor;mf-skriv-hvad-der-er-rettet-og-hvorfor
Indkomstnedsættelse pga udskudt eller hvilende ;tafIndkomstnedsaettelsePgaUdskudtEllerHvilende
Arbejdsindkomst nedsat pga udskudt eller hvilende ;tabArbejdsindkomstNedsatPgaUdskudtEllerHvilende
Varmeregnskaber for flere år indberettet;ab-varmeregnskaber-for-flere-aar-indberettet
TVarmetillæg varmeperiode startdato;tafVarmetillaegVarmeperiodeStartdato
TVarmetillæg varmeperiode slutdato;tafVarmetillaegVarmeperiodeSlutdato
TVarmetillæg efterbetaling udbetalingsdato;tafVarmetillaegEfterbetalingUdbetalingsdato
TVarmetillæg ingen efterbetaling pga tillægsprocent 0;tabVarmetillaegIngenEfterbetalingPgaTillaegsprocent0
tEfterbetaling;tEfterbetaling
TVarmetillæg ingen efterbetaling pga 10% reglen;tabVarmetillaegIngenEfterbetalingPga10PctReglen
TVarmetillæg Varmeudgift;tafVarmetillaegVarmeudgift
TVarmetillæg varmeudgift i alt;tafVarmetillaegVarmeudgiftIAlt
MF - Skriv hvorfor vi ikke har ændret i omregningen;mf-skriv-hvorfor-vi-ikke-har-aendret-i-omregningen
MF - Kopier og indsæt indkomst og beregningsafsnit fra MAIO-brev;mf-kopier-og-indsaet-indkomst-og-beregningafsnit-fra-maio-brev
Indeværende årstal minus 2;af-indevaerende-aar-minus-2-aar
EFR-resultat mangler og nyt formelt resultat er en udbetaling;ab-efr-resultat-mangler-og-nyt-formelt-resultat-er-en-udbetaling
EFR-resultat mangler og nyt formelt resultat er 0 kr.;ab-efr-resultat-mangler-og-nyt-formelt-resultat-er-0-kr
EFR-resultat mangler og nyt formelt resultat er et krav under 250 kr.;ab-efr-resultat-mangler-og-nyt-formelt-resultat-er-et-krav-under-250-kr
EFR-resultat mangler og nyt formelt resultat er et krav>= 250 kr.;ab-efr-resultat-mangler-og-nyt-formelt-resultat-er-et-krav-lig-med-eller-over-250-kr
MF - Skift modtager til den rigtige læge og genflet brevet;mf-skift-modtager-til-den-rigtige-laege-og-genflet-brevet
MF - Slet nedenstående punkt, hvis det ikke er relevant;mf-slet-nedenstaende-punkt-hvis-det-ikke-er-relevant
MF - Tilføj udvidet begrundelse til vurdering af optjeningstider f.eks ved overlappende perioder og begrundelse vedr optjeningstider-ingen optjeningstider i andre EU/EØS-lande, Schweiz og Storbritannien;mf-tilfoej-udvidet-begrundelse-til-vurdering-af-optjeningstider-feks-ved-overlappende-perioder-og-begrundelse-vedr-optjeningstider-ingen-optjeningstider-i-andre-eueoes-lande-schweiz-og-storbritanien
MF - Skriv de konkrete spørgsmål;mf-skriv-de-konkrete-spoergsmaal
MB - Er borger dansk statsborger og skal der gives vejledning om økonomisk hjælp?;mb-er-borger-dansk-statsborger-og-skal-der-gives-vejledning-om-oekonomisk-hjaelp
MF - Skriv vores vurdering af oplysningerne;mf-skriv-vores-vurdering-af-oplysningerne
MF - Skriv hvad vi har lagt vægt på evt. i forhold til borgers oplysninger;mf-skriv-hvad-vi-har-lagt-vaegt-paa-evt-i-forhold-til-borgers-oplysninger
MF - Skriv evt. Vi henviser i øvrigt til vores begrundelse i afgørelse af den xx-dato;mf-skriv-evt-vi-henviser-i-oevrigt-til-vores-begrundelse-i-afgoerelse-af-den-xx-dato
TUkraine fradrag pensionist højere end indtægt;tabUkraineFradragPensionistHoejereEndIndtaegt
TUkraine fradrag samlever højere end indtægt;tabUkraineFradragSamleverHoejereEndIndtaegt
TUkraine relateret arbejdsindkomst;tabUkraineRelateretArbejdsindkomst
Beregning kun fremadrettet fra 2024;tabBeregningKunFremadrettetFra2024
TBeregning fra 2024 ;tabBeregningFra2024
Beregning foretages i 2023 for 2023;tabBeregningForetagesI2023For2023
Beregning har virkning før 2023;tabBeregningHarVirkningFoer2023 
Beregning foretages i 2023 for 2023;ab-beregning-foretages-i-2023-for-2023
Beregning har virkning før 2023;ab-beregning-har-virkning-foer-2023
Beregning fra 2024 ;ab-beregning-fra-2024
Kun bevilget indkomstuafhængigt grundbeløb;ab-kun-bevilget-indkomstuafhaengigt-grundbeloeb
Kun ret til indkomstuafhængigt grundbeløb;ab-kun-ret-til-indkomstuafhaengigt-grundbeloeb
Indkomstafhængig ydelse før ny opg.per.;ab-indkomstafhaengig-ydelse-foer-ny-opg-per
Samlever FOP uden ret til pensionstillæg;ab-samlever-fop-uden-ret-til-pensionstillaeg
MF - Tilret evt. tekst, hvis borger har boet i Danmark eller konv./3.land i perioden med engangsbeløb ;mf-tilret-evt-tekst-hvis-borger-har-boet-i-danmark-eller-konv-3land-i-perioden-med-engangsbeloeb 
Ny opgørelsesperiode efter udløb af efterlevelsespension næste år;ab-ny-opgoerelsesperiode-efter-udloeb-af-efterlevelsespension-naeste-aar
Mindst én part har ret til indkomstafhængig ydelse næste år;ab-mindst-en-part-har-ret-til-indkomstafhaengig-ydelse-naeste-aar 
MF - Slet evt. oplysninger nedenfor, som ikke er registreret på sagen;mf-slet-evt-oplysninger-nedenfor-som-ikke-er-registreret-paa-sagen
MF - Vælg en af nedenstående tekster og tilret evt. ift. nye og gamle regler for grundbeløb;mf-vaelg-en-af-nedenstaaende-tekster-og-tilret-evt-ift-nye-og-gamle-regler-for-grundbeloeb
b211_en;b211_en
Engangsbeløb kun grundbeløb udbetales med det samme ;ab-engangsbeloeb-kun-grundbeloeb-udbetales-med-det-samme
Borger er død og PT kan ikke beregnes ;ab-borger-er-doed-og-pt-kan-ikke-beregnes
MF - Tilret evt. tekst;mf-tilret-evt-tekst
MB - Har samlivsændringen virkning tilbage i et ikke efterreguleret år før sidste år;mb-har-samlivsaendringen-virkning-tilbage-i-et-ikke-efterreguleret-aar-foer-sidste-aar
MB - Har samlivsændringen virkning tilbage i et allerede efterreguleret år;mb-har-samlivsaendringen-virkning-tilbage-i-et-allerede-efterreguleret-aar
MB - Er pensionen søgt inden opnåelse af folkepensionsalderen;mb-er-pensionen-soegt-inden-opnaeelse-af-folkepensionsalderen
MB - Mangler vi officielle blanketter ifm. ansøgningstidspunkt (skal vælges med anden begrundelse)?;mb-mangler-vi-officielle-blanketter-ifm-ansoegningstidspunkt-skal-vaelges-med-anden-begrundelse
MF - Skriv dato 1. i måneden efter borger fyldte 65 år;mf-skriv-dato-1-i-maaneden-efter-borger-fyldte-65-aar
TKun borgers løn ændret;tabKunBorgersLoenAendret
B102_en;B102_en
Beregning foretages efter 2023 for 2023;tabBeregningForetagesEfter2023For2023
MF - Skriv type af førtidspension;mf-skriv-type-af-foertidspension
Borger enlig ved ældrecheck berettigelse;ab-borger-enlig-ved-aeldrecheck-berettigelse
Kontrol af ældrecheck krav;af-kontrol-af-aeldrecheck-krav
Kontrol ældrecheck agterfrist udløb ;af-kontrol-aeldrecheck-agterfrist-udloeb
Kontrol ældrecheck dato afgørelse ikraft;af-kontrol-aeldrecheck-dato-afgoerelse-ikraft
Formue oplyst af borger;ab-formue-oplyst-af-borger
Kontrol formue tillægsprocent 0 ved bevilling;ab-kontrol-formue-tillaegsprocent-0-ved-bevilling
t_samlever_kontrol-aeldrecheck;t_samlever_kontrol_aeldrecheck
Dynamisk tabel - Borgers kontrol formue - Ældrecheck besvigelseskontrol;t_borger_kontrol_aeldrecheck
MB - Beregnes sagen allerede på 3 års regnskaber;mb-beregnes-sagen-allerede-paa-3-aars-regnskaber
Bevillingsformue samlet pensionist;af-bevilingsformue-samlet-pensionist
faktisk formue samlet pensionist;af-faktisk-formue-samlet-pensionist
Bevillingsformue samlet samlever;af-bevilingsformue-samlet-samlever
Faktisk formue samlet samlever;af-faktisk-formue-samlet-samlever
Faktisk formue samlet pensionst og samlever;af-faktisk-formue-samlet-pensionist-og-samlever
Bevilingsformue samlet pensionst og samlever;af-bevilingsformue-samlet-pensionist-og-samlever
Mindst én ydelse anvender fastfrosne indkomster næste år;ab-mindst-en-ydelse-anvender-fastfrosne-indkomster-naeste-aar
Ingen ny opgørelsesperiode ved udløb af efterlevelsespension ;ab-ingen-ny-opgoerelsesperiode-ved-udloeb-af-efterlevelsespension 
Gl FØP ikke gift med afdøde samlever ;ab-gl-foep-ikke-gift-med-afdoede-samlever 
Borger modtager efterlevelsespension på disp.dato;ab-borger-modtager-efterlevelsespension-paa-disp-dato
Forskud ikke dannet ved AIO for borger;ab-forskud-ikke-dannet-ved-aio-for-borger
Pensionstype Gl. FØP næste år ;ab-pensionstype-gl-foep-naeste-aar
Samlivsstatus O;ab-samlivsstatus-o
Pensionstype FOP næste år;ab-pensionstype-fop-naeste-aar
Efterlevelsespension består kun af FOP grundbeløb;ab-efterlevelsespension-bestaar-kun-af-fop-grundbeloeb
Efterlevelsespension ændret efter AIO;ab-efterlevelsespension-aendret-efter-AIO
FOP næste år;ab-fop-naeste-aar
FØP næste år;ab-foep-naeste-aar
Gl føp næste år;ab-gl-foep-naeste-aar
tVarmetillaegVarmeudgift;tVarmetillaegVarmeudgift
Allerede udbetalt efterlevendes pension nye år;ab-allerede-udbetalt-efterlevendes-pension-nye-aar
Overgang fra FØP til FOP på disp2 og afgørelse sendt;ab-overgang-fra-foep-til-fop-paa-disp2-og-afgoerelse-sendt
MF - Skriv periode;mf-skriv-periode
MF - Skriv begrænset eller ubegrænset;mf-skriv-begraenset-eller-ubegraenset
tIndefrossenEjendomsskatEnlig;tIndefrossenEjendomsskatEnlig
tIndefrossenEjendomsskatSamlever;tIndefrossenEjendomsskatSamlever
TTitel Indefrossen Ejendomsskat;tafTitelIndefrossenEjendomsskat
TPrimærpart Indefrossen ejendomsskat;tafPrimaerpartIndefrossenEjendomsskat
TPrimærpart Indefrossen ejendomsskat eller samlever - uudnyttet ejendomsskat;tafPrimaerpartIndefrossenEjendomsskatEllerSamleverUudnyttetEjendomsskat
TSamlever Indefrossen ejendomsskat eller primærpart - Uudnyttet ejendomsskat;tafSamleverIndefrossenEjendomsskatEllerPrimaerpartUudnyttetEjendomsskat
Gl FØP GB omregnes i efterlevelsesperioden;ab-gl-foep-gb-omregnes-i-efterlevelsespensionsperioden
1322_1;1322_1
MB - Er kravet et bruttokrav;mb-er-kravet-et-bruttokrav
Borger har ret til pensionstillæg i 2023;ab-borger-har-ret-til-pensionstillaeg-i-2023
Afgørelsen er en agterafgørelse ;ab-afgoerelsen-er-en-agterafgoerelse
Gl FØP modtager efterlevelsespension på EFR-disp.dato ;ab-glfoep-modtager-efterlevelsespension-paa-efr-disp-dato 
Mulig ret til efterbetaling af FOP-PT til efterlevende;ab-mulig-ret-til-efterbetaling-af-fop-pt-til-efterlevende
MF - Nedenstående afsnit skal medtages ved tilsigelser, ellers slet teksten;mf-nedenstaaende-afsnit-skal-medtages-ved-tilsigelser-ellers-slet-teksten
EFR - Kun borgers egne indkomstoplysninger anvendes;ab-efr-kun-borgers-egne-indkomstoplysninger-anvendes
EFR for 2023;ab-efr-for-2023
Kun FOP i EFR-året;ab-kun-fop-i-efr-aaret
Både FØP og FOP i EFR-året;ab-baade-foep-og-fop-i-efr-aaret
